school_code,category,state,lga,school_name,town,location,school_level,year,set_name,ward,prefix,state_clean,lga_clean,ward_clean,match_type
7140043,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OBA ITO,OBA ITO,RURAL,PRIMARY ONLY,1993,Magami,Majidadi,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MAJIDADI,unmatched
7140082,PUBLIC,BENUE,OBI,RCM PRIMARY SCHOOL OBARIKE ITO,OBARIKE,RURAL,PRIMARY,1947,Mallam Abba,Namnai,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,NAMNAI,unmatched
7140009,PRIVATE,BENUE,OBI,DIVINE GUIDE ACADEMY OBARIKE ITO,OBARIKE ITO,URBAN,PRIMARY,2011,Mallam Sidi,Malam Sidi,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MALAM SIDI,unmatched
7140016,PRIVATE,BENUE,OBI,GLOBAL KIDDIES ACADEMY OBARIKE ITO,OBARIKE ITO,RURAL,PRIMARY,2014,Mallam Sidi,Malam Sidi,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MALAM SIDI,unmatched
7140133,PRIVATE,BENUE,OBI,LIVING WORD ACADEMY OBARIKE ITO OBI LGA,OBARIKE ITO,RURAL,PRIMARY,2016,Mallam Sidi,Malam Sidi,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MALAM SIDI,unmatched
7140132,PRIVATE,BENUE,OBI,PREMIUM ACADEMY OBARIKE ITO OBI LGA,OBARIKE ITO,RURAL,PRIMARY,2021,Mallam Yero,Takalafiya,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,TAKALAFIYA,unmatched
7140017,PRIVATE,BENUE,OBI,GOD IS ALL NUR &amp PRIMARY SCHOOL OBARIKE ITO,OBARIKE ITO ,RURAL,PRIMARY,2015,Malleri,Malleri,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MALLERI,unmatched
7140018,PRIVATE,BENUE,OBI,GODS WILL SCIENCE NUR&ampPRIMARY SCHOOL OBARIKE ITO,OBARIKE ITO,RURAL,PRIMARY ONLY,2016,Malumshe,Kashimbila,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,KASHIMBILA,unmatched
7140077,PRIVATE,BENUE,OBI,ONAHI NURSERY AND PRIMARY SCHOOL OBARIKE ITO,OBARIKE ITO,RURAL,PRIMARY,1996,Malumshe,Kashimbila,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,KASHIMBILA,unmatched
7140002,PRIVATE,BENUE,OBI,ALL SAINT NURSERY AND PRIMARY OBARIKE ITO,OBARIKE ITO,RURAL,PRIMARY,2003,Malungi,Gbangban,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,GBANGBAN,unmatched
7140119,PRIVATE,BENUE,OBI,CHRIST THE KING ACADEMY NURSERY AND PRIMARY SCHOOL OBATIKE ITO,OBARIKE ITO,URBAN,PRIMARY,2015,Mama,Pakuma,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,PAKUMA,unmatched
7140123,PRIVATE,BENUE,OBI,KINGS AND QUEENS LOFTY ACADEMY NURSERY AND PRIMARY SCHOOL OBARIKE ITO,OBARIKE ITO,URBAN,PRIMARY ONLY,2021,Mamagi,Alu Mamagi,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,ALU MAMAGI,unmatched
7140131,PRIVATE,BENUE,OBI,ADUM FREEDOM INTERNATIONAL SCHOOL OBARIKE ITO,OBARIKE ITO,RURAL,PRIMARY,2014,Mambila,Lamma,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,LAMMA,unmatched
7140008,PRIVATE,BENUE,OBI,DESTINY NURSERYPRIMARY SCHOOL OBARIKE ITO,OBARIKE ITO,RURAL,PRIMARY,2008,Mammagi,Batako,PVT,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,BATAKO,unmatched
7030064,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OCHINMO,OCHINMO,RURAL,PRIMARY ONLY,1992,Masaka,Karu,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,KARU,unmatched
7030100,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL ODUGBO,ODUGBO,RURAL,PRIMARY ONLY,1995,Mbiabong Ikot Udofia,Mbiafun / Ikono North 3,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,MBIAFUN IKONO NORTH 3,unmatched
7030133,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL ODUGBO,ODUGBO,RURAL,PRIMARY ONLY,1945,Mbiabong Ikot Udofia,Mbiafun / Ikono North 3,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,MBIAFUN IKONO NORTH 3,unmatched
7010032,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL II ULAYI,ODUM ,RURAL,PRIMARY ONLY,1952,Mchia,Mbagber,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,MBAGBER,unmatched
7030042,PUBLIC,BENUE,APA,LGEA PRIMARY OGBONOKO,OGBONOKO,RURAL,PRIMARY ONLY,1976,Mokwa,Raba Ndayako,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,RABA NDAYAKO,unmatched
7010081,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL OGI WESLEY,OGI,RURAL,PRIMARY ONLY,1950,Mokwa,Raba Ndayako,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,RABA NDAYAKO,unmatched
7140049,PUBLIC,BENUE,OBI,LGEA PILOT PRIMARY SCHOOL OGORE ITO,OGORE ITO,RURAL,PRIMARY,1961,Moniya,Moniya,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MONIYA,unmatched
7140053,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OHUMA ITO,OHUMA ITO,RURAL,PRIMARY ONLY,1972,Mopa,Odole 1,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,ODOLE 1,unmatched
7030148,PRIVATE,BENUE,APA,ST JOHNS ANGLICAN NURSERY AND PRIMARY SCHOOL OIJI,OIJI,RURAL,PRIMARY,2017,Mopa,Odole 2,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ODOLE 2,unmatched
7030109,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL ORJI,OIJI,RURAL,PRIMARY ONLY,1945,Mopa,Lieteju 2,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,LIETEJU 2,unmatched
7030011,PRIVATE,BENUE,APA,ASSEMBLIES OF GOD NURSERY AND PRIMARY SCHOOL OIJI,OIJI,RURAL,PRIMARY,2004,Mopa,Odole 1,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ODOLE 1,unmatched
7030025,PRIVATE,BENUE,APA,GLORY OF GOD NURSERY AND PRIMARY SCHOOL,OJANTELE,RURAL,PRIMARY,2017,Mopa,Odole 1,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ODOLE 1,unmatched
7030067,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OJANTELE,OJANTELE,RURAL,PRIMARY,1993,Mopa,Lieteju 2,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,LIETEJU 2,unknown_fallback
7030067,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OJANTELE,OJANTELE,RURAL,PRIMARY,1993,Mopa,Lieteju 2,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,LIETEJU 2,unmatched
7030102,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL OJANTELE,OJANTELE,RURAL,PRIMARY ONLY,1973,Mopa,Odole 1,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ODOLE 1,unmatched
7030015,PRIVATE,BENUE,APA,CHRIST NURSERY AND PRIMARY SCHOOL,OJANTELE,RURAL,PRIMARY,1999,Mopa,Odole 2,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ODOLE 2,unmatched
7030068,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OJECHO,OJECHO,RURAL,PRIMARY ONLY,1992,Moraika,Moraika,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,MORAIKA,unmatched
7140122,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL OJEGBE OGORE ITO,OJEGBE OGORE ITO,RURAL,PRIMARY,1993,Moroa,Moroa,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,MOROA,unmatched
7030103,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL OKPENE,OKPENE,RURAL,PRIMARY,1944,Obaagun,Isale Ikirun / Isale / Oke Afo,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ISALE IKIRUN ISALE OKE AFO,unmatched
7010088,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL OKPERE,OKPERE,RURAL,PRIMARY ONLY,1952,Obada Oko,Obada,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OBADA,unmatched
7030044,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OKPODA,OKPODA,RURAL,PRIMARY ONLY,1996,Obadore,Akesan-Obadore,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKESAN OBADORE,unmatched
7030104,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL OKPOKWU,OKPOKWU,RURAL,PRIMARY ONLY,1976,Obadore,Akesan-Obadore,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKESAN OBADORE,unmatched
7030188,PUBLIC,BENUE,APA,METHODIST PRIMARY SCHOOL OLADU,OLADU ,RURAL,PRIMARY ONLY,1976,Obinkita,Arochukwu 3,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AROCHUKWU 3,unmatched
7030106,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL OLAKAMONYE,OLAKAMONYE,RURAL,PRIMARY ONLY,1960,Obio Offot,Offot 1,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OFFOT 1,unmatched
7030070,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OLEKELE,OLEKELE,RURAL,PRIMARY ONLY,1992,Obokofia,Egbema C,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,EGBEMA C,unmatched
7030073,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OLOBAIDU,OLOBAIDU,RURAL,PRIMARY ONLY,1996,Oboroko,Akamkpa,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AKAMKPA,unmatched
7030134,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OLOGBA,OLOGBA,RURAL,PRIMARY ONLY,1976,Obotme,Itu Mbonuso,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ITU MBONUSO,unmatched
7030135,PUBLIC,BENUE,APA,RCM PRIMARY SCHOOL OPAHA,OPAHA,RURAL,PRIMARY ONLY,1943,Odomola,Mayunre-Oriba,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,MAYUNRE ORIBA,unmatched
7030077,PUBLIC,BENUE,APA,LGEA PRIMARY SCHOOL OWEKO,OWEKO,RURAL,PRIMARY ONLY,1977,Oghior,Ogbe Udu,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OGBE UDU,unmatched
7010097,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL RIJO CENTRE,RIJO,RURAL,PRIMARY,1932,Oke Odo,Oke-Odo,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OKE ODO,unmatched
7030110,PUBLIC,BENUE,APA,MPS PRIMARY SCHOOL UGBOBI,UGBOBI,RURAL,PRIMARY ONLY,1945,Ovwian,Ovwian,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OVWIAN,unmatched
7030184,PRIVATE,BENUE,APA,COVENANT HERITAGE ACADEMY UGBOKPO,UGBOKPO,RURAL,PRIMARY,2021,Ovwian,Ovwian,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OVWIAN,unmatched
7030017,PRIVATE,BENUE,APA,DIVINE MERCY NURSERY AND PRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,2007,Ovwian,Aladja,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,ALADJA,unmatched
7030013,PRIVATE,BENUE,APA,CEFN NURSERY AND PRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,2017,Ovwian,Ovwian,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OVWIAN,unmatched
7030026,PRIVATE,BENUE,APA,GODS LIGHT ACADEMY NURSERYPRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,2013,Ovwian,Ovwian,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OVWIAN,unmatched
7030186,PRIVATE,BENUE,APA,CHRIST THE KING NURSERY AND PRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,2021,Owakande 2,Obubra Urban,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OBUBRA URBAN,unmatched
7030146,PRIVATE,BENUE,APA,ST PAUL NURSERY AND PRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,2002,Oweko,Igoro,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,IGORO,unmatched
7030038,PRIVATE,BENUE,APA,JESUS ACADEMY NURERY AND PRIMARY SCHOOL UGBOKPO,UGBOKPO,RURAL,PRIMARY,2002,Owena,Agaza,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,AGAZA,unmatched
7030145,PRIVATE,BENUE,APA,SEAT OF WISDOM MODEL NURSERY AND PRIMARY SCHOOL,UGBOKPO,RURAL,PRIMARY,2009,Owerri Aba,Owerri Aba / Ward Four,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OWERRI ABA  FOUR,unmatched
7030041,PUBLIC,BENUE,APA,LGEA CENTRAL PRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,1945,Owerri Aba,Owerri Aba / Ward Four,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,OWERRI ABA  FOUR,unmatched
7030020,PRIVATE,BENUE,APA,EL-SHADDAI NURSERY AND PRIMARY SCHOOL UGBOKPO,UGBOKPO,URBAN,PRIMARY,1995,Oweto,Usha,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,USHA,unmatched
7030031,PRIVATE,BENUE,APA,GRACE OF GOD NURSERY AND PRIMARY SCHOOL,UGBOKPO,URBAN,PRIMARY,1994,Oweto,Usha,PVT,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,USHA,unmatched
7030090,PUBLIC,BENUE,APA,METHODIST PRIMARY SCHOOL UGBOKPO,UGBOKPO,RURAL,PRIMARY ONLY,1994,Owhase,Ekete,PRY,BE BENUE,OY IBARAPA CENTRAL LOCAL GOVERNMENT AREA,EKETE,unmatched
7140069,PUBLIC,BENUE,OBI,LGEA PRIMARY SCHOOL UKPUTE ITOGO,UKPUTE,RURAL,PRIMARY ONLY,1992,Oyigbo,Oyward 8,PRY,BE BENUE,AB OBI NWGA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010084,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL OJIEGBE,ULAYI,RURAL,PRIMARY ONLY,1992,Oyigbo,Oyward 8,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010027,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL I OKPOZI ULAYI,ULAYI,RURAL,PRIMARY ONLY,1952,Oyigbo,Oyward 8,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010045,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL ANMEKA,ULAYI,RURAL,PRIMARY ONLY,1949,Oyigbo,Oyward 8,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010045,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL ANMEKA,ULAYI,RURAL,PRIMARY ONLY,1949,Oyigbo,Oyward 8,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010053,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL EKKA,ULAYI,RURAL,PRIMARY ONLY,1976,Oyigbo,Oyward 8,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010124,PRIVATE,BENUE,ADO,TREASURE NURSERY AND PRIMARY ACADEMYULAYI,ULAYI,RURAL,PRIMARY,2014,Oyigbo,Oyward 8,PVT,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
7010049,PUBLIC,BENUE,ADO,LGEA PRIMARY SCHOOL EBIA,ULAYI,RURAL,PRIMARY ONLY,1976,Oyigbo,Oyward 8,PRY,BE BENUE,OG ADO ODO OTA LOCAL GOVERNMENT AREA,OY 8,unmatched
